1,51.130076204558236,0.921875,1,1,492,2019-01-08 14:57:27.680048,default,Unspecified
2,47.62671243629717,0.8666666666666667,1,1,3620268,2019-01-08 14:59:20.710145,default,Unspecified
3,46.57263186955828,0.8839285714285714,1,1,3550458,2019-01-08 16:27:02.144215,default,Unspecified
4,56.83231449587105,0.8528138528138528,1,1,3811432,2019-01-08 16:27:54.641191,default,Unspecified
5,55.10930696009862,0.8952380952380953,1,1,3640980,2019-01-10 08:39:30.281783,default,Unspecified
6,74.93939988352273,0.94,1,1,3810446,2019-01-14 14:35:26.714524,default,Unspecified
7,53.66095491793093,0.8902743142144638,1,1,3622377,2019-01-14 14:37:00.902021,default,Unspecified
8,48.78241452803447,0.884375,1,1,3640727,2019-01-15 10:11:21.409910,default,Unspecified
9,57.7409594216713,0.8854166666666666,1,1,3641044,2019-01-15 15:17:58.715306,default,Unspecified
10,50.32996159677288,0.8834355828220859,1,1,3100075,2019-01-15 15:18:49.696304,default,Unspecified
11,55.662930221469324,0.9110576923076923,1,1,3641337,2019-01-16 11:05:50.377887,default,Unspecified
12,48.028822273858324,0.8759493670886076,1,1,3811089,2019-01-18 11:51:00.115761,default,Unspecified
13,58.72849081110071,0.9259259259259259,1,1,3810126,2019-02-05 13:43:54.250463,default,Unspecified
14,55.01973351777265,0.90625,1,1,3640949,2019-02-07 16:36:46.462265,default,Unspecified
15,60.499954257043576,0.9010989010989011,1,1,3640162,2019-02-07 16:41:03.978213,default,Unspecified
16,57.142624586264574,0.8866396761133604,1,1,3810401,2019-02-07 16:41:58.258327,default,Unspecified
17,59.66262738110596,0.9279661016949152,1,1,3810401,2019-02-07 16:42:44.427287,default,Unspecified
18,48.09666817371623,0.8832116788321168,1,1,3810533,2019-02-08 15:56:54.968395,default,Unspecified
19,44.41510747683642,0.7992700729927007,1,1,461,2019-02-08 15:58:11.134211,default,Unspecified
20,56.16857037584046,0.9050279329608939,1,1,3550714,2019-02-11 08:59:40.204570,default,Unspecified
21,69.02563109195385,0.9494163424124513,1,1,3620718,2019-02-12 16:54:10.222400,default,Unspecified
22,43.6705655632296,0.8223938223938224,1,1,3810486,2019-02-12 16:55:18.003494,default,Unspecified
23,54.78194298859092,0.8672566371681416,1,1,3810735,2019-02-12 16:56:12.951429,default,Unspecified
24,63.714033010729054,0.94,1,1,395,2019-02-15 11:26:56.268807,default,Unspecified
25,59.73655357106739,0.9090909090909091,1,1,3550057,2019-02-15 11:27:34.348643,default,Unspecified
26,67.59205809399174,0.9642857142857143,1,1,3810544,2019-02-15 11:28:41.983104,default,Unspecified
27,58.74149944922176,0.9267399267399268,1,1,328,2019-02-20 16:13:17.442563,default,Unspecified
28,55.99583259674769,0.8734177215189873,1,1,197,2019-02-25 11:28:54.252686,default,Unspecified
29,45.14579048472201,0.8446601941747572,1,1,3810693,2019-03-20 08:52:02.126483,default,Unspecified
30,48.1402580888596,0.8863636363636364,1,1,3641128,2019-03-20 08:52:44.990832,default,Unspecified
31,61.71118033975583,0.9137931034482759,1,1,3620232,2019-03-21 08:57:44.176691,default,Unspecified
32,57.69918830228032,0.927038626609442,1,1,3550741,2019-03-21 08:59:18.351739,default,Unspecified
33,61.51500964643944,0.9361702127659575,1,1,3641382,2019-03-29 09:34:54.527072,default,Unspecified
34,57.356299965932614,0.8938356164383562,1,1,330,2019-03-29 09:35:53.715703,default,Unspecified
35,52.42288352312161,0.8739495798319328,1,1,3811344,2019-03-29 12:28:34.155658,default,Unspecified
